[Header]\r\n2012-07-03 15:18:56,491 [7528] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-09 17:41:11,404 [8956] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-09 17:41:11,404 [8956] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-09 17:41:11,404 [8956] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-09 17:41:11,404 [8956] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-09 17:41:18,028 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-09 17:41:18,028 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-09 17:41:18,028 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-09 17:41:18,028 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-09 17:41:23,333 [9688] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-09 17:41:23,333 [9688] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-09 17:41:23,333 [9688] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-09 17:41:23,333 [9688] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-09 17:41:23,620 [6612] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-09 17:41:23,620 [6612] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-09 17:41:23,620 [6612] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-09 17:41:23,620 [6612] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
[Footer]\r\n[Header]\r\n2012-07-09 17:42:51,151 [9628] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-09 17:42:51,161 [9628] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-09 17:42:52,114 [9688] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-09 17:42:52,115 [9688] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-09 17:42:52,158 [9688] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-09 17:42:52,158 [9688] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-09 17:42:56,090 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-09 17:42:56,090 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-09 17:42:56,090 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-09 17:42:56,091 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-09 17:42:56,515 [6708] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-09 17:42:56,515 [6708] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-09 17:42:56,515 [6708] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-09 17:42:56,515 [6708] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-09 17:43:06,691 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-09 17:43:06,691 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-09 17:43:06,691 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-09 17:43:06,691 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-09 17:43:06,742 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-09 17:43:06,742 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-09 17:43:06,743 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-09 17:43:06,743 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-09 17:43:08,771 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-09 17:43:08,771 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-09 17:43:08,771 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-09 17:43:08,771 [8116] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-09 17:43:19,871 [6708] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-09 17:43:19,871 [6708] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-09 17:43:19,871 [6708] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-09 17:43:19,872 [6708] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-09 17:43:35,021 [9936] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-09 17:43:35,021 [9936] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-09 17:43:35,021 [9936] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-09 17:43:35,021 [9936] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
[Header]\r\n2012-07-10 08:41:43,325 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:41:43,387 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:48:50,266 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:48:50,298 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:48:50,703 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:48:50,703 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:51:58,418 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:51:58,418 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:51:58,418 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:51:58,418 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:51:58,964 [3288] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:51:58,964 [3288] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:51:58,964 [3288] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:51:58,964 [3288] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:52:05,797 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:52:05,797 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:52:05,797 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:52:05,797 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:52:05,922 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:52:05,922 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:52:05,938 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:52:05,938 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:52:08,387 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:52:08,387 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:52:08,387 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:52:08,387 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:53:26,204 [1652] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:53:26,204 [1652] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:53:26,204 [1652] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:53:26,204 [1652] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:53:34,815 [1652] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:53:34,815 [1652] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:53:34,815 [1652] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:53:34,815 [1652] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:53:37,233 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:53:37,233 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:53:37,233 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:53:37,233 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:53:37,763 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:53:37,763 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:53:37,763 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:53:37,763 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:53:43,411 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:53:43,411 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:53:43,411 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:53:43,411 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:53:43,411 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:53:43,411 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:53:43,411 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:53:43,411 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:53:46,078 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:53:46,078 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:53:46,078 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:53:46,078 [280] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:55:16,543 [6484] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:55:16,543 [6484] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:55:16,543 [6484] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:55:16,543 [6484] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:55:23,204 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:55:23,204 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:55:23,204 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:55:23,204 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:55:26,542 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:55:26,542 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:55:26,542 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:55:26,542 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:55:27,088 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:55:27,088 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:55:27,088 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:55:27,088 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:55:39,849 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:55:39,849 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:55:39,849 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:55:39,849 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:55:39,849 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:55:39,849 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:55:39,849 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:55:39,849 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:56:01,689 [4208] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:56:01,689 [4208] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:56:01,689 [4208] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:56:01,689 [4208] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:56:01,689 [4208] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:56:01,689 [4208] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:56:01,689 [4208] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:56:01,689 [4208] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:56:19,193 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:56:19,193 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:56:19,193 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:56:19,193 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:56:19,193 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:56:19,193 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:56:19,193 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:56:19,193 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:58:24,632 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:58:24,632 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:58:24,632 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:58:24,632 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:58:30,592 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:58:30,592 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:58:30,592 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:58:30,592 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:58:30,966 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:58:30,966 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:58:30,966 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:58:30,966 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:58:40,654 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:58:40,654 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:58:40,654 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:58:40,654 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:58:40,654 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:58:40,654 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:58:40,654 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:58:40,654 [6700] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:58:45,084 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:58:45,084 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:58:45,084 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:58:45,084 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:58:45,084 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:58:45,084 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:58:45,084 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:58:45,084 [7128] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:58:57,124 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:58:57,124 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:58:57,124 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:58:57,124 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:59:10,662 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:59:10,662 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:59:10,662 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:59:10,662 [5764] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:59:11,272 [3968] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:59:11,272 [3968] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:59:11,272 [3968] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:59:11,272 [3968] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:59:15,481 [3968] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:59:15,481 [3968] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
2012-07-10 08:59:15,481 [3968] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:ContextInitializer
2012-07-10 08:59:15,481 [3968] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:59:15,481 [3968] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:59:15,481 [3968] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:59:15,481 [3968] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Key:Context_User
2012-07-10 08:59:15,481 [3968] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetAppSettingByName Value:
2012-07-10 08:59:26,821 [5184] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName:Print
2012-07-10 08:59:26,821 [5184] DEBUG Lanxum.Domas.Extension.Configuration.Manager GetServiceConnectionByName Return:Data Source=.;Initial Catalog=PrintService4.5;User Id=sa;Password=123456;MultipleActiveResultSets=True;
